signature,num_vertices,diameter (qtm),example antipodes (qtm),radius (qtm),example center (qtm),diameter (htm),example antipodes (htm),radius (htm),example center (htm)
0x10843184218C21,654,32,0x60033892398 => 0x5a210da318,16,0x4003399219c,25,0x5a210da318 => 0x64031992198,13,0x4483189219c
0x1007C085A00461,654,50,0x322c118800da => 0x20c1011b7888,26,0x332c118005a1,36,0x7024c3000bc1 => 0x49f68200198,18,0x50930bc00198
0x800184238021,326,19,0x200388438040 => 0x20038803a040,11,0x200087a00118,14,0x2010205b8100 => 0x20038803a040,8,0x2000118b2088
0x100440843E3421,326,29,0x508419e920c => 0xb5480406082d,15,0x44e843e0421,23,0x1a6c804c0462 => 0xb740010c005e,12,0x3192419a4204
0x8000B5A00421,173,14,0x502109211c => 0x50210d3108,8,0x20000ff40020,9,0x5021097108 => 0xa71092108,6,0x4008c03a860
0x108400B5A00C2D,324,27,0x6860c2b8063 => 0x6068c238c62,14,0x20836b401b42,16,0x20836b4007b0 => 0x6088c0fe460,9,0xd800c23f061
0x8000842F8423,324,20,0x2011684007b0 => 0x202713025018,11,0x20000629b231,14,0x202713025018 => 0x201168400b43,8,0x20900b4c005a
0x188400F4200463,324,25,0x8f8007a00862 => 0x89c20409f220,13,0x23fe01009808,16,0x306d11800c46 => 0x30ed0182088c,8,0x700085b2418c
0x23000838C042D,324,35,0x271218185a => 0x2018c10c442d,18,0x436c020023d,27,0x271218185a => 0x7261230002d,14,0x6768030002d
0x9242000C23,325,22,0x4c800866800 => 0x4984004e800,12,0x5e0014d000,15,0x64880824c00 => 0x64800826c00,8,0x69000368001
0xD200000C23,169,32,0xe00085288 => 0x4880006c808,16,0x40800824c21,22,0x8c0008428c => 0x4c80004c808,11,0xa10087280
0x108000B5A00031,321,23,0x20036b440300 => 0x8861892118,13,0x70c07c060,17,0x4800c5b8060 => 0x5000c13a460,9,0x20a401932408
0x1001F6800005AD,321,36,0x186d104005ad => 0x47100406fe2,18,0x47f0020007f,28,0x2019811e0c2d => 0x52050406fe2,14,0x536022005bd
0x10040085AC0461,640,33,0x184c204b0182 => 0x182039b111,17,0x440203f3101,27,0x40eb4300188 => 0x1a120bc40060,14,0x32640102042d
0x20018C1C7C60,325,18,0x192c10c36802 => 0x43642293281,12,0x5360033f001,14,0x46110637803 => 0x186d10436006,9,0x5360225b011
0x8000842D8421,637,17,0x616082b0040 => 0x1888233041,9,0x400c40da420,12,0x1888233041 => 0x41688230840,7,0x400042bb021
0x100D808000042D,160,15,0x40e1024c880 => 0x40e00244b40,9,0x60610348082,11,0xc00101480da => 0x60610248290,7,0x40e40364200
0x100400F5B20621,316,24,0x88b24413a620 => 0xc17806158031,14,0x2026831d241c,17,0xc27c06019620 => 0xc0b04433c620,10,0x30008ffc0414
0x21008100400C43,315,36,0xd8040208403 => 0x44810082294,18,0x7d000300084,21,0xd8040408403 => 0x44810082294,11,0x59800224084
0x10840080800C63,314,24,0x5c800864808 => 0x208240400c63,13,0x6c0007c0041,15,0x5c800864808 => 0x5984004c840,8,0x29e0012c100
0x100400B5A00C01,313,26,0x4082109231c => 0xa2109238c,13,0x20c13d460,16,0x880c03c861 => 0x4800fe00211,8,0x4000c078863
0x108400B43DF5A1,626,28,0xf4b645a008da => 0xf4b645b24288,14,0xb67e05a0045e,23,0x18810bdb68da => 0x50810bc3f45e,13,0x18008b5ff45a
0xF7A00631,323,27,0x401fc600823 => 0x212e11093208,15,0x7fc007300,17,0x448b5a24088 => 0x213c0109228c,9,0x7fc007300
0xD200000C03,46,13,0xc200008c03 => 0x68002148001,10,0xa00087280,9,0x208a00144020 => 0x48900244001,6,0xc200049802
0x100596802C0421,312,21,0x407823c0c42 => 0x407823c0c41,11,0x3012409ad204,15,0x301ac0929204 => 0x2011805c7c02,8,0x2000129ed094
0x300001000008C3,623,68,0xc200041222 => 0xe00005608,34,0x40800024c0c,41,0x64000102094 => 0xe00005608,21,0x48000200394
0x21131308C0085A,314,21,0x880d18448bc1 => 0x187e80c00b41,11,0x187f00c0005e,15,0x187e80c00b41 => 0x186c104c80da,8,0x187f00c0005e
0x108400C6218631,313,34,0x22fe01080063 => 0x897204461822,17,0x23fe010c0018,24,0x23b60308028c => 0x22fe01080063,12,0x304885b2440c
0x3FE0000043D,79,11,0x51a40290045e => 0xf70000876804,7,0x1be000c00bc2,10,0x51a40290045e => 0xf70000876804,6,0x739208c0041c
0x1000C1C7060,320,17,0x201a21148108 => 0x66010630802,10,0x43182018811,13,0x192050890006 => 0x4483190010c,8,0x530020d8011
0x84018421,309,10,0x2220d0100 => 0x5b00041,7,0x20b500008,9,0x48041012008 => 0x20b440100,6,0x40004198020
0x100000F62005A1,617,33,0x303e81900108 => 0x4f6000b46,17,0x401786005a1,23,0x440b460082d => 0x303e81900108,12,0x40187a0003d
0x100000B7A00031,616,27,0x20810fe00204 => 0x20037b400402,15,0x1b000fe00020,21,0x20810fe00204 => 0x20816bc00801,11,0x1a008fe00020
0x100580802C7401,77,14,0x40f803c0c04 => 0x180d805c0c01,8,0x1801805c6c02,10,0xb600000045ad => 0x4804292d214,6,0x406803c3411
0x1108100440843,77,22,0x608009a6080 => 0x22d200041102,12,0x20ca00049808,13,0x608009a6080 => 0x22d200041102,7,0x20da00041808
0x8401FC203C21,308,36,0x203ec10d6408 => 0x202ec10de408,18,0x30816bc4900c,23,0x203d011b288c => 0x2076810d2618,12,0x30936bc0008c
0x800004018421,315,11,0x420090114 => 0x1b400402,7,0x1b400802,9,0x4008b400080 => 0x1b400402,6,0x7a00600
0x20080100400C63,172,21,0xc9040004c60 => 0xd5000080283,11,0xc0002940063,14,0xc9040004c60 => 0xd5000080283,7,0x201a0014d008
0x8000F4600420,306,20,0x207581001040 => 0x20116800a300,11,0x202583800408,15,0x207581001040 => 0x203583001040,8,0x200187a00420
0xB5A20421,312,15,0x8fe00288 => 0x4016bc00030,9,0x400b7a00018,12,0x8ff00030 => 0x5fc000114,7,0x2000b7a00410
0x108000B5A00C31,305,28,0x1b000c238c60 => 0x1b000c438c60,18,0x22f60105200c,16,0x1880230db108 => 0x30816b441110,11,0x20bc01136408
0x10079E80300421,305,42,0x1a40805c6446 => 0xf60000c007a3,21,0x52de02800443,32,0x70da02802894 => 0x8a4e805c0414,16,0x52de02800443
0x10079E80200C01,305,40,0xf600004007a3 => 0x1a40805c6406,20,0xb6c80000442d,31,0x50da02802894 => 0x8a0e805c0414,16,0xb6c80000442d
0x10080180600421,304,33,0x44810922080 => 0x58000780018,17,0xda000a8002,24,0x58000780018 => 0x44810922080,12,0x4d8000a8001
0x18000B5A00631,315,22,0x51000c638c60 => 0xd2210b218c,12,0x4018c03ec60,15,0xd2210b218c => 0x44031892398,8,0x400319b218c
0x210B9308400846,304,23,0x19e00090f444 => 0x19e00050f442,12,0x5fe00300431,17,0x89c20450045e => 0xc5800830f441,9,0x5fe00300431
0x8400B7A0042D,606,29,0x20810fe005a2 => 0x20037b40022d,15,0x2000b5b205a1,21,0x20810fe0022d => 0x20816bc00b41,11,0x2000b5b205a1
0x108440842FB421,313,38,0xb44185a007a2 => 0x20c1043bf821,19,0x3136039a401c,25,0x7136419a4220 => 0x31241316c198,13,0xb44985a00bc0
0x100401FC203421,604,25,0x3064810d6608 => 0x306501196888,14,0x2000f5b24601,18,0x7024818d2608 => 0x408f5b20304,11,0x2000b7b24414
0x10058085AC0421,604,38,0x20a441001b5a => 0x180c204b6182,19,0x1812088bd044,25,0x180c204b6182 => 0x20a441001b5a,13,0x400461bd230
0x2018810080087F,302,42,0x2414a02164111 => 0x509200d0941c,21,0x6c80020087f,32,0x20e4e00640222 => 0x509200d0941c,16,0x69e00203381
0x101000B7A00411,301,24,0x208a21192188 => 0x50810fe00204,14,0x1b000fe00804,18,0x20ac01093288 => 0x50810fe00204,11,0x18016bc40810
0x17400000C60,79,13,0xd2050002060 => 0xc30c0200108,7,0x34c0000c60,10,0xc7080200108 => 0xc30c0200108,5,0x34c000018c
0x837E04098021,598,33,0x88810fe0030c => 0x20ca211ba108,19,0x21b60301a418,23,0x21760101e608 => 0x88810fe0030c,13,0x306481936408
0x18000842E0421,598,28,0x53642240008 => 0x5a642208100,15,0x74801e0408,20,0x56610220022 => 0x430c22c0408,12,0x57600220101
0x21000B5B24421,303,27,0xffc000c1c => 0x897204159022,14,0x70008fe00c14,16,0x228a2109a318 => 0xffc000c1c,9,0x50008fe00c1c
0x500182800C3D,596,50,0x331a008c0023 => 0x30c1001e5820,25,0x65e00200463,38,0x30c1001e5820 => 0x331a008c0023,19,0x648803205a1
0x108000F62D85A1,298,34,0x2013685f8b40 => 0xb47785a00222,18,0x3000c7a1b42d,22,0x2013685f8b40 => 0xb47685b00118,12,0x210005bbf02d
0x1FE0010043D,76,11,0xc7800880f844 => 0x1b6000846b44,6,0x7f80020043d,9,0xb7c800218811 => 0xb7c80001b410,6,0xc7800622441c
0x10058085AC0411,298,22,0x180c20496382 => 0xc0eb4600811,13,0x401811d6c0c,19,0x20ac0110007f => 0x180c20496382,11,0x4001bd49086
0x10044085BE0421,594,49,0x1b120bcc0022 => 0x8af2040225a0,25,0x50007be401c,38,0x8af2040225a0 => 0x1b120bcc0022,19,0x510007ba401c
0x108580842E042D,593,64,0x4671024b381 => 0x7260222f111,32,0x5b640323221,47,0xc3ec0720380 => 0x53642324314,24,0x2000107ff083
0xB4600421,592,21,0x410080b8042 => 0x1968008110,12,0xe30092100,17,0x1968008110 => 0x246098021,9,0x400f6000030
0x11840080800463,296,28,0xdc0012c101 => 0x7580006c100,16,0x700006c8043,20,0x44810926180 => 0x5c0006c0222,11,0x700006c8043
0x10823284018421,592,31,0x1a000c07b060 => 0x1a000c278062,16,0x400211f610c,21,0x1a000c479060 => 0x1a000c07b060,12,0x18008c03c461
0x10040085AC042D,592,19,0x40f6820045a => 0x3025031a4890,11,0x400b61245b0,15,0x3025031a4890 => 0x18136880082d,8,0x400303db181
0x820880304020,43,19,0xd000002ac00 => 0x4c0800c03,10,0x18c0006c00,12,0x4c0800c03 => 0x5000082294,6,0x482800294
0x1760008002D,296,24,0x70807005a0 => 0x34c20015a0,13,0x75800007a0,19,0x34c20015a0 => 0x5300228005a,10,0x758000042d
0x21040B5A00461,305,21,0x213c0101e608 => 0xf800fe00108,11,0x400b5b2018c,13,0xc00b5b24108 => 0x213c0101e608,7,0x401fc006c60
0x80008422018C,300,23,0x36c2001100 => 0x7380401008,12,0x7600089008,16,0x7380401008 => 0x36c2001100,8,0x17600003020
0x70138380003D,293,36,0x187e80c00198 => 0x192c50448388,19,0x3152018c005e,26,0x72612224198 => 0x187e80c00198,15,0x335a0188005a
0xB4200461,585,22,0x41188030042 => 0x4b4004061,12,0x440b4000118,18,0x48045a00060 => 0x44184018022,10,0x40184038021
0x180600611,42,11,0x64010920001 => 0x52800283,6,0x5a00069000,8,0x580002c14 => 0x52800283,4,0x5a00069000
0x100400806C042D,292,24,0x7021a6890 => 0x4461026c880,12,0x580022a7011,19,0x4104052e602 => 0x44610268882,10,0x50e0038002d
0x210B93084008C2,292,22,0x2416e02148111 => 0x19f200906444,11,0x7fe00200431,16,0xc78008c06446 => 0x19e000d09446,8,0x1b6c00c40846
0x100000B5A00421,582,17,0x36b440110 => 0xa3109210c,10,0x608b5a00020,12,0x36b440110 => 0x401fc000111,7,0x6800fe00020
0x10058085A00C61,581,33,0x6102039b111 => 0x4c1011f280c,17,0x4018603cc31,26,0x4c1011f280c => 0xd80061bc030,13,0x4018603cc31
0x109200800004,76,7,0x145a => 0x2000045a0,5,0x400000007a0,6,0x202024090 => 0x20010002d,4,0x4000004005a
0x10800280000C23,290,36,0xa10025888 => 0xd8040008403,18,0x4800284021c,21,0xa10025888 => 0xd8040008403,11,0x4c80084400c
0x800085AC0421,290,15,0x18202b3101 => 0x61622290100,9,0x4006029b101,11,0x61622290100 => 0x48603c830,7,0x40e302b0100
0x2013930080085E,100,12,0x180c10449bc2 => 0x189e00c00bc1,7,0x1a9e00c00b44,10,0x189e00c00bc1 => 0x180c10449bc2,6,0xf600820e5410
0x8000B5A00C21,289,24,0x44021892318 => 0x44031092318,13,0xc000c2bc060,13,0x60023992108 => 0x40871096108,7,0x20a401972008
0x1087F684200231,290,30,0x30c1043df821 => 0xc1c80385b81c,15,0x3092039f601c,22,0xc4b7063c0841 => 0xc1c80385b81c,11,0x3092039f601c
0x100000802C3421,144,11,0x40700380844 => 0x406802c4440,6,0x400822c3401,8,0x41206c091 => 0x406822c0600,5,0x2120ec090
0x108C00B4000423,154,24,0xe800103ac08 => 0x488200fc101,12,0x600043d8023,15,0x20ec01840803 => 0x22820b50008c,8,0xa201fd100
0x188C00B4600421,288,29,0x7c004478821 => 0x21fc01085280,15,0x32ec0180018c,17,0x21fc01085280 => 0x79008538441,9,0x32ec0180018c
0x100C00802C7421,144,16,0x4c7003c0814 => 0x7001216c091,8,0xc00805cf402,12,0x4c7003c0814 => 0x5081005c6822,6,0xc00805cf402
0x108440843E3421,144,22,0x30c1043a7821 => 0x512450169388,11,0x3040843e7421,16,0x5036c092430c => 0x30c1043a7821,8,0x7000c62c3431
0x104400B7A0042D,576,26,0x88f30419c820 => 0x312c4113260c,15,0x400b7b005b1,19,0x200a311da198 => 0xc0800c33f061,11,0x18016bc4085a
0x100180802C0421,287,14,0x12849186 => 0x40700223081,9,0x44680203011,11,0x128c9086 => 0x44700203201,7,0x400006a7003
0x43000838C043D,286,30,0x20126056e302 => 0x437822007a2,18,0x32403026b181,22,0x20126056e302 => 0x43782200b46,12,0x536003a402d
0x168C00841F8421,572,46,0x190007a24c3d => 0xc230043275a1,25,0x323e019c002d,36,0x64eb430003d => 0x190007a24c3d,18,0x33be0184002d
0x10800184620421,285,22,0x530406c0022 => 0x47180600830,13,0x20508102d408,16,0x77000680030 => 0x7780002430,9,0x570006c0021
0x52920080007F,285,33,0x40e003035b1 => 0x409801c0c5e,20,0x5000c21e5610,29,0x50920090007f => 0x40e003035b1,17,0xc8e006005b1
0x8000F7A00421,155,17,0x217401092288 => 0x202f8103a008,10,0x2134031d2008,11,0x212451097008 => 0x202f8103a008,6,0x2124019b200c
0x108430842FB421,150,18,0x70da23892308 => 0xb640b5a000da,10,0x2000239ff11c,15,0xb6008fe005a2 => 0x30810c5be862,8,0x2000239ff11c
0x83FA040005AD,568,76,0xc1b246124314 => 0x8af004204fe0,38,0x1b920bc09844,62,0xc1b246124314 => 0x8af204002fe0,31,0xc3320600087f
0x800084218C23,293,25,0xd000601ac20 => 0xd0006218c20,14,0xc0013092218,15,0xc8103852008 => 0x2034c1000c03,9,0xd6200d1100
0x108580800C0423,283,32,0x50042324294 => 0x6c2124294,16,0x40850004fe0,20,0xc90400005ad => 0x49640203c01,10,0xc0050001fe0
0x1063B68300005E,142,18,0xf4810623c431 => 0x30af0184810da,10,0xc1fe0600083d,15,0xc3f806200b46 => 0xc6f80628022d,8,0xc0368612443d
0x100400842DB631,145,26,0x1892228b4194 => 0xc4b1043c3801,13,0x1801085b68c6,19,0x1880228fd114 => 0xc4b1043c3801,10,0x1801085b68c6
0x108FB084600421,563,45,0x20be4112c608 => 0x718082b70c1,23,0x336c0182d804,34,0xdc00429f221 => 0x59e082b00c3,17,0x490601ff300
0x18000B5A20421,288,17,0x20d0210b210c => 0x21264301a408,11,0x2010210bf108,13,0x21000c778060 => 0x21344301240c,7,0x2000b7a00388
0x108400B5A00631,147,18,0x7080c278063 => 0x8a800ff00441,9,0x50000c3f8063,12,0x7080c278063 => 0x22ae0103ac08,6,0x50000c3f8063
0x10000180600C21,280,32,0x52800623 => 0x55000028c02,16,0x5a8002c001,23,0x55000028c02 => 0x452800603,12,0x5a80029002
0x100000B7A00401,280,13,0x401fc401080 => 0x4016bc00801,8,0x400b5a20401,10,0x440b5a00082 => 0x4017b400801,6,0x400b7a00401
0x108400847E0423,560,34,0x89c204487222 => 0x19f200962104,17,0xc580402db201,23,0x19f200962104 => 0x8d8044487222,12,0xc580402db201
0x803086200C2D,280,20,0x2034c10000de => 0x2011684060c6,11,0x200087a2409c,16,0x208168c46042 => 0x2034c1000b43,9,0x200087a2409c
0x8000B42F85A1,93,10,0x208168db0b40 => 0x2003681bab40,6,0x200087a1b82d,7,0x208168db0b40 => 0x2003681bab40,5,0x200087a1b22d
0x100400B5B24421,283,26,0x1b800fe00222 => 0x8af004099222,14,0x332c0185201c,19,0x1b800fe00106 => 0x8af004099222,11,0x7800fe0081c
0x108430842DC421,556,33,0x20ac4193260c => 0x20ae4113a608,17,0x648218db10c,21,0x8f0c1b8862 => 0x8a3c84418621,12,0x18010c5f8862
0x10038080000C3D,140,18,0xa800c462d => 0x60e10348090,11,0x408801c442d,13,0x68602224c10 => 0x60e10348090,8,0x48e002045a1
0x3000838C047F,278,33,0xd3e4060082d => 0x5a64020bb41,17,0xcff0060005a,28,0x193240c0905e => 0xd3e406000da,14,0xcff0060005a
0x180018C6008C6,148,19,0x57000638c01 => 0x47180438c01,10,0x768003f400,13,0x47180438c01 => 0x57000638c01,7,0xfd0003e800
0x108580842FB421,277,22,0x3036c3924314 => 0x8871843c3c41,12,0x2000709ff384,16,0x8830c46c7423 => 0x30b6439a4230,8,0x2000139ff09c
0x1023A48100003D,141,12,0x406f4324204 => 0x18128bcc0401,7,0x40087be4410,10,0x406f4320602 => 0x606b6224410,6,0x4017824b281
0x100400C7AC0401,277,22,0x50138bc00090 => 0x3324010800da,12,0x446b4320401,19,0x4176824c200 => 0x446b4320402,11,0x440b4227401
0x843184200C2D,552,31,0x4c1011fa808 => 0x486622d8101,17,0x640303b3101,23,0x616203b8102 => 0x4c1019f2808,12,0x496202f8101
0x1087BE8420042D,276,21,0x1a1e88cf0446 => 0x24696322b4190,11,0x72fe0380042d,15,0x70fe0390045a => 0x24092705b6382,8,0x180060dff306
0x10040085BC0461,551,46,0x18cc204b1102 => 0x18203db111,23,0x410203df101,33,0x500441f9222 => 0x18cc204b1102,17,0x322c1180042d
0x10458085AC0431,550,71,0x50920893b444 => 0x8ab004204fe0,36,0x30ac01800b5e,57,0x20e6011005bd => 0x8e0eb4600206,29,0x30ac01800b5e
0x10843884338421,274,30,0x89f20401e620 => 0x8bf20401a620,15,0x21b60311241c,23,0x8bf00421c620 => 0x89f20401e620,12,0x71a401936408
0x52920280043D,547,31,0x18c000d0f406 => 0x18d200d06406,16,0xf78000207801,23,0x20a02120488da => 0xf48000307441,12,0x1b9e00c00604
0x10840184620C21,273,32,0x20d30102cc08 => 0xdf00032c100,17,0xfe001ac008,22,0xf70002cc08 => 0x20d30102cc08,11,0x3fe00029100
0x4018C200461,545,14,0x3b80038001 => 0x44031900118,10,0x570000d8001,12,0x2652012014 => 0x3642012404,7,0x570000d8001
0x108030842FC421,544,33,0x21ac41932608 => 0x20037b40062d,17,0x30016b40985a,25,0x20037b4007a2 => 0x21ac41932608,13,0x3000b5b205a1
0x1087B68420042D,272,18,0x883cc45e1602 => 0x1a1e88cf0442,10,0x400703ff381,14,0x1a1e88cf0444 => 0x1a0c88cf9444,8,0x400323ff191
0x101000B7A00031,543,32,0x20037b400604 => 0x8a7084018221,16,0x1b000fe00018,25,0x8a7084018221 => 0x20037b400602,13,0x1b000fe00840
0x108430843FB421,271,26,0x88f30459e822 => 0x313e4193260c,14,0x703683936418,19,0x186708c4c7422 => 0xc0810c3bf861,11,0x70ff0381280c
0x108400B42DB5A1,540,21,0x4c105b9b82d => 0x50845b3b22d,12,0x401781febc0,16,0x4c105b9b82d => 0x50845b3b22d,9,0x40f683b8b41
0x10000087AC0461,538,37,0x21a44300105a => 0x406b6200462,20,0x181368c00062,27,0x21a44300105a => 0x406b6200462,15,0x20e5011a080c
0x180400F4200463,268,24,0x89c20409d220 => 0x302d1180061c,12,0x23be01009808,16,0x328008738442 => 0x302d1180061c,8,0x500085b2418c
0x10818086200C2D,268,27,0x19be00c60100 => 0x56e1024c0c0,14,0x197e00c00023,17,0x46e102cc0c0 => 0x53640320223,10,0x187f00c00023
0x84018423,267,11,0x1820090103 => 0x241013088,8,0x40004098230,9,0x368001208 => 0x20b401102,6,0xa04099020
0x10840080800C7F,267,26,0x18cd00446302 => 0x188d0044e302,13,0xf800060f043,17,0x60682203391 => 0x18cd00446302,9,0xf800060f043
0xB4200C01,266,13,0x1b400610 => 0x2f4001010,7,0x2f4005000,9,0x244018023 => 0xab4021000,6,0x40004038c20
0xF42045A0,270,16,0x4b6000b44 => 0x7a8022d,9,0x40178400b40,11,0x7a8022d => 0x4b6000b44,6,0x4f40045a0
0x10818080200C23,133,18,0xd1040320203 => 0xd0000c26c02,9,0x5d600240003,11,0x44700208c03 => 0x49702240003,6,0x9c401e4200
0x1FC200C21,532,25,0x20116b400211 => 0x5fc000c30,14,0x20008fe00290,15,0x5fc000186 => 0x20116b400c04,9,0x20008fe00094
0x1084308431C421,139,22,0x1b800c238462 => 0x50810c23c461,12,0x1800610df308,15,0x19800c33c460 => 0x22be01032888,8,0x18008c13f460
0x168C0084638421,532,34,0x20d1011df808 => 0x8b80089bb044,17,0x3000f432438c,24,0x8b80089bb044 => 0x3065118007a3,12,0x2036811ed408
0x52DA0280041C,265,20,0x2424a1204a890 => 0x20a40804c7602,10,0xf6800080085e,15,0x51da02900406 => 0xf6000024482d,8,0xf6800200085e
0x8040080220C03,265,54,0x60012000c43 => 0x8c40844201,30,0x48040048843,32,0xc700040203 => 0x228202140022,18,0x8a40049840
0x1082308421C021,267,34,0x1a008c238860 => 0x20ac0113a408,17,0x18000c2bc061,24,0x8803fc000111 => 0x8803fc004820,12,0x18000c2bc061
0x1185808C200C61,132,22,0x5124120da290 => 0x67680238c02,11,0x478002ff001,15,0x5124120da290 => 0x67680238c02,8,0x47e8023c401
0x184218C21,264,17,0x784019030 => 0x784019022,9,0xe8401b020,11,0x25301208c => 0x24301b408,6,0x6080b7040
0x100000C7AC0421,527,39,0x646b4224008 => 0x30138bc00090,20,0x640b4223101,32,0x646b4224008 => 0x3164010800da,16,0x640b4223101
0x4204084200C23,265,47,0xc3080620103 => 0xd2010620023,24,0xdf00004a100,28,0xc3080620103 => 0xd2010620023,14,0xfd00064008
0x10058087AC0401,268,28,0x4876820b801 => 0x41768243201,14,0x40185be0c04,23,0x2f6126290 => 0x4f6125610,12,0x40185be0c04
0x168400C60005A3,262,34,0x20c1043e7801 => 0xb441810007a3,17,0x44e843e4420,23,0x50fb02840118 => 0xb44181000bc6,12,0x44e843e4420
0xF4200C23,262,37,0xd0007a00103 => 0x8845ac4008,19,0xd800b448008,22,0x1d68004184 => 0xd0007a000c4,11,0x20110b400c03
0x108401843FCC21,524,40,0x88f1046078c3 => 0x8ace0449e222,20,0x70930381b81c,31,0x260b513049382 => 0x8ac00469f223,16,0x70810bc0087f
0x20000100C00C63,523,61,0xc10c0004c60 => 0x71800304108,31,0x5e00003c20,36,0x18c0004c61 => 0x71800304108,18,0x5e00003c20
0x8001FC600C21,261,20,0x21b4030d2208 => 0x213c41096088,12,0x21b4031d2008,12,0x20916b449100 => 0x21800ffc0008,7,0x21a4019f2008
0x1080008FEC0421,261,26,0x306511192888 => 0x203503193888,14,0x2074810d640c,19,0x306501992888 => 0x203503193888,10,0x2035011b680c
0x1800004038421,269,20,0x4f6001080 => 0x4f6001400,11,0x400c7a00400,14,0x41168408001 => 0x6b6002200,9,0xc7a00600
0x100000800C0461,260,15,0x24200045a => 0x40642240004,9,0x400c20c0410,11,0x401800005b0 => 0x24204002d,8,0x207461
0x100000802005AD,130,15,0x4064020b801 => 0x1200047f,8,0x70000007f,11,0x4064020b801 => 0x1200047f,6,0x40080002fe0
0x10001180600421,260,18,0x71000680030 => 0x51042049100,10,0x540006c0021,14,0x70010680042 => 0x51042049100,8,0x580006a0021
0x108000F4200C63,519,35,0x20128b40039c => 0x21c8042dc220,18,0x2012030db218,21,0x21c005a40863 => 0x20128b40039c,11,0x20bc011ec008
0x85AE0421,518,17,0x41168406022 => 0x406f4204008,10,0x40ef4200100,13,0x446b4204040 => 0x406f4204008,8,0x446b4200101
0x73920080007F,518,86,0x191e00c46306 => 0x1a4c10c49194,43,0x1b9e00c06842,68,0x8a4200406fe2 => 0x1ade00c09114,34,0x1b0c00c0f846
0x300000802C0423,258,43,0x48f00244100 => 0x884084d044,22,0x50600200394,27,0x48f00244008 => 0x48f00244100,14,0x5060020029c
0x100400B5A00411,258,15,0x408b5b00410 => 0x4800fe00881,9,0x18016b440802,13,0x408b5b00410 => 0x6800fe00090,7,0xbfc000601
0x10B4008C038463,258,31,0x89b244139220 => 0x88b24413b220,16,0x409fc207841,19,0x8cb0441bc220 => 0x202ec10d2618,10,0x40ffc200843
0x100400F7A00421,264,22,0x312c1109220c => 0x1800f7a00106,12,0x31000ff80014,15,0x1801fc600106 => 0x88f004238822,8,0x19800fe8000c
0x108400B46D85A1,515,43,0xb47785a00602 => 0x2013681fcb40,22,0x50005aff02d,32,0xb47785a00602 => 0x2013681fcb40,16,0x500185a3b42d
0x8000802C3631,66,12,0x71206d090 => 0x416802e0403,6,0xc00503e8280,9,0x416802e0403 => 0x44710380803,5,0xc00503e8280
0x210B8300400863,256,28,0x7580024b211 => 0x7c80088f204,14,0x539602802214,20,0x6de00288211 => 0x1b4c10c00291,10,0x7de00248801
0x47000838C043D,255,35,0x50b64288022d => 0x51245092062d,19,0x19ec00c8003d,24,0x47780204bc1 => 0x186d80c008da,13,0x186d80c0043d
0x30040085AC043D,510,42,0x202ec11e4601 => 0xc230043075a1,21,0x1a001857e0c2,34,0x202ec11e4601 => 0x60eb430003d,17,0x6800627f031
0x108400F4200C63,253,22,0x20da010b608c => 0x31c8042dc220,12,0x22fe011c8008,14,0x21c805a40863 => 0x209368400c63,7,0x22fe011c8008
0x30000000000403,11,7,0x200000294 => 0x8800045000,4,0xa00005400,4,0x8800004084 => 0x200005c00,2,0xa00005400
0x10040180600402,63,12,0x500007c0002 => 0x44810920080,7,0x49042009200,9,0x44810920080 => 0x44010924400,5,0x40052800601
0x10800180600821,126,32,0x510006a0082 => 0x5180600091,16,0x568002c001,22,0x5180600091 => 0x510006a0082,11,0x1560002c001
0x870000280023D,252,20,0xd8000c26c02 => 0x8c8002824c18,10,0x9e401e4200,12,0xd8002826c10 => 0xc810224b801,6,0x9e401e4200
0x84018C238C60,504,22,0x20186109a318 => 0x21264301b408,13,0x20000fec0063,14,0x20d0210f210c => 0x20d2210b3108,8,0x20008fe00863
0x10858085AC043D,503,64,0x185e20cd6106 => 0x606322b7191,32,0x327e018005ad,43,0x185e20cd6106 => 0x606322b7191,22,0xc0e307f8181
0x108C3084000423,502,26,0x58801856808 => 0xc8005a24c08,15,0xc80205f0101,16,0x20c805a40803 => 0x58801856808,9,0x1e08175040
0x10840185A00C11,502,35,0x21ec01085280 => 0x21bc01085280,18,0x78005ac0031,23,0x23b401081290 => 0x20bc0114011c,12,0x58805ac0221
0x108580843FB421,251,25,0x713643924311 => 0xc437863c0c41,13,0x3000c393f61c,20,0xc437863c0c41 => 0xc1480387f81c,11,0x3000329ff194
